city,price,property_type
Islamabad,400000,House
Islamabad,23460,House
Karachi,498000,House
Karachi,6700000,House
Faisalabad,1400000,House
Faisalabad,3900000,House
Rawalpindi,6250000,House
Islamabad,9500000,House
Lahore,19000000,House
Islamabad,3500000,House
Karachi,23000000,House
Karachi,40000,House
Lahore,4190000,House
Rawalpindi,26500000,House
Karachi,28500000,House
Karachi,7300000,House
Islamabad,5400000,House
Islamabad,4480000,House
Islamabad,44400000,House
Lahore,11300000,House
Islamabad,41000000,House
Karachi,5300000,House
Karachi,260000,House
Islamabad,31700000,House
Karachi,24900000,House
Islamabad,31000,House
Islamabad,16300000,House
Islamabad,7000000,House
Karachi,120000,House
Lahore,7700000,House
Islamabad,18800000,House
Karachi,4500000,House
Lahore,4200000,House
Lahore,5100000,House
Rawalpindi,5750000,House
Lahore,31800000,House
Lahore,3400000,House
Islamabad,125000,House
Karachi,41000000,House
Karachi,18800000,House
Rawalpindi,41000000,House
Karachi,52000,House
Lahore,2480000,House
Rawalpindi,5350000,House
Islamabad,19000000,House
Lahore,26500000,House
Rawalpindi,30000,House
Karachi,600000,House
Islamabad,24500000,House
Rawalpindi,2650000,House
Karachi,39500000,House
Faisalabad,7800000,House
Islamabad,6550000,House
Islamabad,6850000,House
Lahore,41000000,House
Rawalpindi,75000,House
Islamabad,157000,House
Lahore,4900000,House
Karachi,23200000,House
Karachi,9650000,House
Rawalpindi,30500000,House
Rawalpindi,20500,House
Lahore,6900000,House
Karachi,165000,House
Karachi,7800000,House
Karachi,11300000,House
Faisalabad,31500000,House
Faisalabad,17500,House
Faisalabad,22000,House
Lahore,27900000,House
Karachi,178000,House
Rawalpindi,21500,House
Rawalpindi,5300000,House
Islamabad,13500000,House
Lahore,9150000,House
Karachi,17300000,House
Karachi,180000,House
Lahore,7800000,House
Rawalpindi,10000000,House
Rawalpindi,24900000,House
Islamabad,36000,House
Lahore,1500000,House
Rawalpindi,170000,House
Lahore,26000000,House
Lahore,20500000,House
Lahore,10000000,House
Islamabad,28000000,House
Lahore,13800000,House
Islamabad,43000000,House
Faisalabad,19500000,House
Rawalpindi,2050000,House
Rawalpindi,10200000,House
Lahore,9225000,House
Islamabad,2450000,House
Karachi,245000,House
Karachi,195000,House
Rawalpindi,175000,House
Lahore,40400000,House
Lahore,4500000,House
Islamabad,95000,House
Faisalabad,6800000,House
Rawalpindi,22000,House
Karachi,48000,House
Karachi,18300000,House
Lahore,9850000,House
Islamabad,14000000,House
Karachi,29500000,House
Karachi,7450000,House
Islamabad,69000,House
Karachi,19400000,House
Islamabad,10900000,House
Rawalpindi,6000000,House
Karachi,40000000,House
Karachi,30000000,House
Karachi,16000,House
Lahore,7100000,House
Faisalabad,20500000,House
Rawalpindi,21900000,House
Karachi,29900000,House
Karachi,9750000,House
Karachi,43500000,House
Rawalpindi,23000,House
Faisalabad,2850000,House
Islamabad,23000,House
Islamabad,18200000,House
Karachi,3400000,House
Faisalabad,3950000,House
Karachi,3800000,House
Lahore,12400000,House
Karachi,9100000,House
Lahore,22500000,House
Rawalpindi,25500000,House
Islamabad,2000000,House
Islamabad,2885000,House
Islamabad,13800000,House
Lahore,9600000,House
Rawalpindi,9900000,House
Rawalpindi,9599000,House
Faisalabad,27000,House
Islamabad,6350000,House
Islamabad,120000,House
Karachi,38500000,House
Rawalpindi,80000,House
Faisalabad,2200000,House
Islamabad,8700000,House
Lahore,2350000,House
Lahore,7750000,House
Karachi,375000,House
Islamabad,6950000,House
Faisalabad,65000,House
Karachi,2950000,House
Karachi,4350000,House
Karachi,20000000,House
Karachi,210000,House
Islamabad,225000,House
Lahore,22100000,House
Rawalpindi,59000,House
Karachi,4050000,House
Islamabad,155000,House
Rawalpindi,8800000,House
Rawalpindi,3450000,House
Islamabad,6300000,House
Lahore,14800000,House
Lahore,5400000,House
Karachi,7100000,House
Rawalpindi,17300000,House
Lahore,29200000,House
Lahore,23100000,House
Rawalpindi,36800000,House
Lahore,9000000,House
Faisalabad,55000,House
Faisalabad,21000000,House
Rawalpindi,13300000,House
Lahore,33500000,House
Karachi,3500000,House
Rawalpindi,24000000,House
Rawalpindi,5400000,House
Islamabad,25500000,House
Rawalpindi,6700000,House
Karachi,2100000,House
Lahore,22300000,House
Faisalabad,15500000,House
Rawalpindi,3500000,House
Karachi,50000,House
Islamabad,34000,House
Islamabad,360000,House
Rawalpindi,13600000,House
Lahore,4490000,House
Lahore,17800000,House
Lahore,15600000,House
Karachi,32500,House
Karachi,355000,House
Islamabad,6500000,House
Karachi,16500000,House
Islamabad,21900000,House
Lahore,9100000,House
Karachi,28000000,House
Karachi,850000,House
Karachi,16200000,House
Lahore,11900000,House
Lahore,6650000,House
Lahore,19500000,House
Faisalabad,10000000,House
Karachi,44800000,House
Lahore,3455000,House
Islamabad,2400000,House
Lahore,25200000,House
Islamabad,74000,House
Rawalpindi,12800000,House
Lahore,28000000,House
Rawalpindi,42000000,House
Rawalpindi,6800000,House
Rawalpindi,42000,House
Karachi,42000000,House
Lahore,7825000,House
Karachi,2600000,House
Rawalpindi,1800000,House
Rawalpindi,42500,House
Islamabad,15500000,House
Karachi,315000,House
Islamabad,4900000,House
Rawalpindi,23500000,House
Lahore,5300000,House
Lahore,28500000,House
Islamabad,10400000,House
Lahore,6000000,House
Karachi,110000,House
Islamabad,36500000,House
Islamabad,2300000,House
Islamabad,3000000,House
Lahore,3735000,House
Rawalpindi,8400000,House
Karachi,4950000,House
Rawalpindi,10300000,House
Faisalabad,52000,House
Karachi,6095000,House
Lahore,23000000,House
Lahore,17500000,House
Rawalpindi,20000000,House
Islamabad,18000000,House
Islamabad,1900000,House
Karachi,17800000,House
Islamabad,2500000,House
Karachi,1800000,House
Islamabad,11800000,House
Lahore,31900000,House
Rawalpindi,10700000,House
Karachi,102000,House
Islamabad,480000,House
Islamabad,7450000,House
Faisalabad,34000,House
Karachi,18600000,House
Islamabad,12500000,House
Islamabad,220000,House
Lahore,31500000,House
Rawalpindi,17500,House
Lahore,27200000,House
Islamabad,4350000,House
Islamabad,47000,House
Lahore,35800000,House
Islamabad,19000,House
Karachi,9350000,House
Lahore,30000000,House
Lahore,9900000,House
Rawalpindi,8500000,House
Lahore,4800000,House
Karachi,25500000,House
Karachi,9600000,House
Faisalabad,2100000,House
Rawalpindi,26000,House
Karachi,16700000,House
Faisalabad,650000,House
Karachi,22800000,House
Lahore,10900000,House
Karachi,190000,House
Faisalabad,7350000,House
Karachi,3600000,House
Islamabad,1500000,House
Karachi,15500000,House
Rawalpindi,5556000,House
Faisalabad,1500000,House
Islamabad,63000,House
Islamabad,6800000,House
Rawalpindi,2200000,House
Rawalpindi,3400000,House
Karachi,70000,House
Karachi,39000000,House
Lahore,16800000,House
Rawalpindi,3900000,House
Karachi,14300000,House
Rawalpindi,31000,House
Karachi,7470000,House
Lahore,22700000,House
Islamabad,19700000,House
Karachi,230000,House
Islamabad,168000,House
Islamabad,88000,House
Islamabad,53000,House
Rawalpindi,22600000,House
Karachi,14700000,House
Rawalpindi,10500000,House
Faisalabad,4300000,House
Lahore,1850000,House
Islamabad,575000,House
Faisalabad,6900000,House
Karachi,11700000,House
Rawalpindi,19700000,House
Islamabad,19500,House
Karachi,5990000,House
Karachi,470000,House
Islamabad,43500000,House
Rawalpindi,25000000,House
Karachi,6642000,House
Islamabad,37500000,House
Lahore,41800000,House
Karachi,33500000,House
Islamabad,230000,House
Karachi,320000,House
Karachi,1450000,House
Lahore,3399000,House
Karachi,22300000,House
Islamabad,320000,House
Lahore,3325000,House
Lahore,7650000,House
Faisalabad,15000000,House
Karachi,60000,House
Karachi,14900000,House
Islamabad,26000000,House
Karachi,1700000,House
Lahore,6400000,House
Islamabad,12200000,House
Karachi,369000,House
Islamabad,77000,House
Karachi,9850000,House
Faisalabad,28000,House
Lahore,3200000,House
Lahore,6500000,House
Islamabad,7500000,House
Rawalpindi,3750000,House
Rawalpindi,2600000,House
Lahore,3700000,House
Lahore,12200000,House
Lahore,4495000,House
Lahore,22600000,House
Rawalpindi,23300000,House
Islamabad,14300000,House
Lahore,39500000,House
Rawalpindi,1700000,House
Faisalabad,5500000,House
Karachi,159000,House
Karachi,8800000,House
Rawalpindi,25900000,House
Faisalabad,15900000,House
Karachi,2150000,House
Lahore,23400000,House
Faisalabad,250000,House
Lahore,21800000,House
Karachi,21500000,House
Karachi,2300000,House
Faisalabad,2500000,House
Lahore,12800000,House
Faisalabad,60000,House
Lahore,33200000,House
Lahore,25300000,House
Karachi,14800000,House
Karachi,5010000,House
Karachi,640000,House
Lahore,32200000,House
Rawalpindi,21000000,House
Islamabad,90000,House
Faisalabad,9000000,House
Lahore,29900000,House
Rawalpindi,250000,House
Islamabad,35500000,House
Lahore,21300000,House
Faisalabad,26000000,House
Lahore,38800000,House
Lahore,30200000,House
Rawalpindi,28000000,House
Islamabad,9000000,House
Karachi,300000,House
Islamabad,7800000,House
Lahore,8100000,House
Lahore,18200000,House
Islamabad,4650000,House
Islamabad,62000,House
Lahore,15300000,House
Lahore,17300000,House
Lahore,7990000,House
Karachi,15100000,House
Rawalpindi,12000000,House
Karachi,6900000,House
Islamabad,15200000,House
Lahore,3890000,House
Karachi,425000,House
Rawalpindi,57000,House
Faisalabad,28000000,House
Faisalabad,90000,House
Islamabad,6650000,House
Lahore,6850000,House
Karachi,15600000,House
Islamabad,2700000,House
Islamabad,42000,House
Faisalabad,3700000,House
Lahore,6250000,House
Faisalabad,95000,House
Karachi,16100000,House
Rawalpindi,41000,House
Lahore,21200000,House
Lahore,18000000,House
Islamabad,5800000,House
Karachi,13200000,House
Faisalabad,33000,House
Karachi,22600000,House
Rawalpindi,37500000,House
Rawalpindi,58000,House
Rawalpindi,14000000,House
Karachi,5600000,House
Rawalpindi,16000000,House
Lahore,25800000,House
Lahore,6150000,House
Karachi,7400000,House
Karachi,9400000,House
Islamabad,39000,House
Islamabad,185000,House
Karachi,6350000,House
Lahore,26800000,House
Lahore,8500000,House
Lahore,11700000,House
Lahore,10100000,House
Islamabad,3300000,House
Karachi,1350000,House
Lahore,4850000,House
Islamabad,92000,House
Islamabad,16400000,House
Rawalpindi,4000000,House
Islamabad,3450000,House
Islamabad,16000,House
Rawalpindi,8300000,House
Islamabad,44000000,House
Lahore,9990000,House
Faisalabad,4550000,House
Karachi,10700000,House
Lahore,34500000,House
Lahore,3800000,House
Rawalpindi,43500000,House
Faisalabad,5999000,House
Karachi,20400000,House
Faisalabad,2300000,House
Karachi,9950000,House
Lahore,42700000,House
Lahore,19200000,House
Lahore,11000000,House
Islamabad,5200000,House
Faisalabad,150000,House
Karachi,1100000,House
Karachi,280000,House
Karachi,6499000,House
Rawalpindi,60000,House
Karachi,200000,House
Rawalpindi,37000,House
Karachi,10000000,House
Rawalpindi,42500000,House
Islamabad,36000000,House
Rawalpindi,34000000,House
Faisalabad,3550000,House
Karachi,44000000,House
Karachi,31500000,House
Rawalpindi,3200000,House
Rawalpindi,9300000,House
Lahore,10200000,House
Lahore,16300000,House
Karachi,13100000,House
Rawalpindi,23800000,House
Lahore,44000000,House
Karachi,8250000,House
Lahore,21100000,House
Karachi,14400000,House
Faisalabad,5900000,House
Lahore,39200000,House
Islamabad,25600000,House
Karachi,24500000,House
Islamabad,27000000,House
Faisalabad,3200000,House
Lahore,3050000,House
Islamabad,20500000,House
Karachi,270000,House
Karachi,8400000,House
Islamabad,165000,House
Faisalabad,11000000,House
Karachi,10900000,House
Karachi,20100000,House
Karachi,36000,House
Islamabad,23000000,House
Islamabad,380000,House
Lahore,29600000,House
Islamabad,11200000,House
Rawalpindi,9750000,House
Karachi,58000,House
Lahore,13000000,House
Lahore,8650000,House
Faisalabad,31000000,House
Islamabad,15700000,House
Lahore,40000000,House
Faisalabad,8500000,House
Islamabad,180000,House
Lahore,14500000,House
Faisalabad,40000000,House
Karachi,350000,House
Faisalabad,36500000,House
Karachi,1600000,House
Faisalabad,42500000,House
Karachi,6200000,House
Karachi,26500000,House
Islamabad,330000,House
Faisalabad,29000,House
Lahore,36500000,House
Rawalpindi,16500000,House
Islamabad,2100000,House
Islamabad,130000,House
Karachi,13600000,House
Rawalpindi,6400000,House
Karachi,34500000,House
Islamabad,44000,House
Islamabad,6050000,House
Lahore,36400000,House
Rawalpindi,78000,House
Islamabad,23500000,House
Islamabad,2550000,House
Islamabad,22000,House
Faisalabad,13500000,House
Rawalpindi,90000,House
Faisalabad,27000000,House
Karachi,19200000,House
Rawalpindi,24500,House
Islamabad,625000,House
Rawalpindi,20100000,House
Rawalpindi,27500000,House
Rawalpindi,150000,House
Lahore,6100000,House
Islamabad,153000,House
Faisalabad,300000,House
Lahore,1650000,House
Rawalpindi,12500000,House
Lahore,5750000,House
Islamabad,275000,House
Lahore,3150000,House
Rawalpindi,3650000,House
Lahore,7550000,House
Islamabad,11100000,House
Karachi,800000,House
Islamabad,17900000,House
Lahore,27000000,House
Faisalabad,5600000,House
Lahore,34600000,House
Lahore,24200000,House
Lahore,10700000,House
Karachi,3150000,House
Islamabad,49000,House
Islamabad,8400000,House
Faisalabad,24000000,House
Rawalpindi,200000,House
Karachi,12800000,House
Islamabad,8500000,House
Islamabad,4200000,House
Islamabad,22500000,House
Islamabad,35000,House
Islamabad,141000,House
Islamabad,38000,House
Karachi,9005000,House
Faisalabad,4575000,House
Islamabad,495000,House
Lahore,6700000,House
Faisalabad,36000000,House
Rawalpindi,9850000,House
Faisalabad,37500000,House
Karachi,2650000,House
Lahore,35300000,House
Rawalpindi,19800000,House
Islamabad,140000,House
Lahore,42800000,House
Rawalpindi,9500000,House
Faisalabad,4000000,House
Islamabad,42500000,House
Islamabad,33000,House
Karachi,290000,House
Rawalpindi,3100000,House
Lahore,27800000,House
Islamabad,190000,House
Rawalpindi,5800000,House
Lahore,9800000,House
Lahore,2800000,House
Lahore,2220000,House
Lahore,1750000,House
Rawalpindi,21600000,House
Lahore,24800000,House
Faisalabad,4250000,House
Faisalabad,15800000,House
Lahore,35500000,House
Islamabad,38000000,House
Lahore,10400000,House
Karachi,11600000,House
Faisalabad,9800000,House
Karachi,4400000,House
Karachi,3100000,House
Karachi,218000,House
Faisalabad,8300000,House
Lahore,3110000,House
Islamabad,4700000,House
Lahore,1950000,House
Lahore,13100000,House
Karachi,20800000,House
Lahore,3750000,House
Islamabad,4590000,House
Rawalpindi,12700000,House
Islamabad,3750000,House
Karachi,6760000,House
Islamabad,240000,House
Lahore,35000000,House
Karachi,14500000,House
Rawalpindi,38000,House
Islamabad,3800000,House
Karachi,85000,House
Karachi,17400000,House
Islamabad,298000,House
Rawalpindi,25000,House
Rawalpindi,29500000,House
Rawalpindi,14300000,House
Faisalabad,9500000,House
Islamabad,138000,House
Rawalpindi,41500000,House
Lahore,6750000,House
Karachi,2550000,House
Rawalpindi,27000,House
Faisalabad,6700000,House
Lahore,15700000,House
Karachi,26600000,House
Karachi,7550000,House
Karachi,11900000,House
Islamabad,206000,House
Karachi,18400000,House
Islamabad,194000,House
Lahore,18100000,House
Karachi,15300000,House
Karachi,28700000,House
Lahore,43600000,House
Faisalabad,1200000,House
Rawalpindi,71000,House
Rawalpindi,45500,House
Islamabad,102000,House
Lahore,6860000,House
Karachi,53500,House
Lahore,6960000,House
Karachi,1550000,House
Lahore,5895000,House
Rawalpindi,17700000,House
Rawalpindi,16800000,House
Islamabad,800000,House
Karachi,19600000,House
Rawalpindi,18300000,House
Karachi,27300000,House
Rawalpindi,15500,House
Islamabad,850000,House
Karachi,109000,House
Lahore,4250000,House
Karachi,108000,House
Lahore,5770000,House
Islamabad,395000,House
Karachi,25900000,House
Lahore,5830000,House
Karachi,410000,House
Islamabad,187000,House
Lahore,42100000,House
Lahore,30700000,House
Rawalpindi,56000,House
Lahore,5825000,House
Karachi,6450000,House
Karachi,39500,House
Karachi,53000,House
Lahore,5880000,House
Islamabad,460000,House
Islamabad,17600000,House
Karachi,52500,House
Lahore,5855000,House
Islamabad,18700000,House
Lahore,6690000,House
Islamabad,385000,House
Islamabad,376000,House
Karachi,7850000,House
Karachi,525000,House
Karachi,54500,House
Karachi,21600000,House
Rawalpindi,3550000,House
Lahore,600000,House
Islamabad,86000,House
Rawalpindi,34500000,House
Karachi,610000,House
Karachi,26300000,House
Karachi,51000,House
Islamabad,193000,House
Karachi,29600000,House
Lahore,175000,House
Karachi,29400000,House
Rawalpindi,64000,House
Islamabad,30300000,House
Lahore,5785000,House
Islamabad,6750000,House
Karachi,1850000,House
Lahore,44800000,House
Karachi,25200000,House
Rawalpindi,36500,House
Karachi,23600000,House
Faisalabad,9100000,House
Rawalpindi,9849000,House
Islamabad,925000,House
Karachi,16400000,House
Lahore,4530000,House
Karachi,19100000,House
Islamabad,31900000,House
Karachi,25400000,House
Islamabad,398000,House
Rawalpindi,17400000,House
Lahore,2335000,House
Faisalabad,34000000,House
Karachi,7699000,House
Karachi,15900000,House
Rawalpindi,39500,House
Karachi,20900000,House
Lahore,1530000,House
Karachi,745000,House
Islamabad,27300000,House
Rawalpindi,35500,House
Islamabad,440000,House
Islamabad,191000,House
Rawalpindi,28500,House
Islamabad,183000,House
Karachi,2420000,House
Lahore,15100000,House
Lahore,4380000,House
Karachi,97000,House
Karachi,16900000,House
Islamabad,29700000,House
Islamabad,207000,House
Lahore,11100000,House
Karachi,26400000,House
Karachi,6550000,House
Rawalpindi,13100000,House
Islamabad,490000,House
Lahore,95000,House
Lahore,31200000,House
Karachi,895000,House
Lahore,18700000,House
Karachi,370000,House
Faisalabad,39000000,House
Islamabad,205000,House
Lahore,5780000,House
Lahore,24700000,House
Karachi,54000,House
Islamabad,11300000,House
Karachi,27100000,House
Islamabad,295000,House
Karachi,22200000,House
Islamabad,265000,House
Lahore,4475000,House
Lahore,1400000,House
Islamabad,18600000,House
Islamabad,25200000,House
Karachi,24600000,House
Lahore,18400000,House
Islamabad,99000,House
Islamabad,22200000,House
Karachi,38200000,House
Rawalpindi,18700000,House
Karachi,27400000,House
Karachi,705000,House
Karachi,24400000,House
Karachi,29700000,House
Islamabad,580000,House
Lahore,34700000,House
Karachi,49000,House
Karachi,24700000,House
Karachi,8950000,House
Karachi,625000,House
Lahore,300000,House
Karachi,24300000,House
Rawalpindi,44500,House
Faisalabad,9300000,House
Lahore,6680000,House
Lahore,17100000,House
Islamabad,202000,House
Karachi,17100000,House
Lahore,6570000,House
Islamabad,98000,House
Lahore,34300000,House
Karachi,24200000,House
Rawalpindi,950000,House
Islamabad,27200000,House
Rawalpindi,38500,House
Islamabad,174000,House
Islamabad,93000,House
Lahore,1600000,House
Karachi,28200000,House
Islamabad,178000,House
Karachi,18100000,House
Karachi,28300000,House
Rawalpindi,26900000,House
Karachi,7025000,House
Islamabad,5535000,House
Islamabad,950000,House
Islamabad,1650000,House
Karachi,8850000,House
Lahore,28200000,House
Islamabad,201000,House
Karachi,25300000,House
Rawalpindi,12400000,House
Rawalpindi,11700000,House
Islamabad,365000,House
Rawalpindi,37500,House
Lahore,26600000,House
Islamabad,17300000,House
Lahore,26900000,House
Rawalpindi,4850000,House
Karachi,27800000,House
Rawalpindi,9550000,House
Islamabad,29800000,House
Karachi,50500,House
Lahore,5990000,House
Lahore,18300000,House
Islamabad,435000,House
Islamabad,172000,House
Karachi,28900000,House
Karachi,26800000,House
Karachi,26700000,House
Rawalpindi,73000,House
Islamabad,27100000,House
Karachi,28600000,House
Lahore,20100000,House
Islamabad,14100000,House
Faisalabad,31000,House
Karachi,20300000,House
Karachi,19300000,House
Karachi,26100000,House
Karachi,228000,House
Islamabad,197000,House
Karachi,29300000,House
Karachi,21900000,House
Islamabad,17100000,House
Lahore,37300000,House
Islamabad,17700000,House
Karachi,26200000,House
Faisalabad,42000000,House
Karachi,365000,House
Rawalpindi,27500,House
Islamabad,14600000,House
Karachi,51500,House
Karachi,21700000,House
Islamabad,17400000,House
Lahore,160000,House
Lahore,2555000,House
Lahore,20400000,House
Rawalpindi,180000,House
Lahore,1590000,House
Karachi,860000,House
Islamabad,14400000,House
Karachi,38100000,House
Islamabad,208000,House
Rawalpindi,9400000,House
Karachi,6525000,House
Rawalpindi,10400000,House
Karachi,26900000,House
Karachi,22700000,House
Lahore,4525000,House
Faisalabad,19900000,House
Islamabad,24000,House
Rawalpindi,11300000,House
Lahore,5765000,House
Rawalpindi,10600000,House
Islamabad,26700000,House
Islamabad,181000,House
Islamabad,290000,House
Karachi,22100000,House
Rawalpindi,35500000,House
Lahore,6870000,House
Rawalpindi,46500,House
Islamabad,209000,House
Karachi,8990000,House
Rawalpindi,16100000,House
Karachi,25100000,House
Karachi,13300000,House
Rawalpindi,41500,House
Lahore,85000,House
Rawalpindi,2620000,House
Karachi,28400000,House
Karachi,6250000,House
Lahore,6560000,House
Islamabad,184000,House
Lahore,41100000,House
Lahore,6770000,House
Karachi,25800000,House
Lahore,1525000,House
Islamabad,2350000,House
Karachi,24800000,House
Islamabad,188000,House
Islamabad,43800000,House
Karachi,29100000,House
Islamabad,22600000,House
Islamabad,13900000,House
Lahore,8150000,House
Karachi,490000,House
Lahore,50000,House
Lahore,38400000,House
Lahore,200000,House
Rawalpindi,4100000,House
Lahore,8550000,House
Karachi,33100000,House
Islamabad,1200000,House
Rawalpindi,51000,House
Karachi,27200000,House
Rawalpindi,48010,House
Karachi,7650000,House
Karachi,24100000,House
Rawalpindi,29500,House
Rawalpindi,105000,House
Rawalpindi,16400000,House
Islamabad,192000,House
Karachi,113000,House
Islamabad,8100000,House
Rawalpindi,47500,House
Faisalabad,2950000,House
Lahore,5885000,House
Karachi,2575000,House
Karachi,38300000,House
Rawalpindi,18600000,House
Islamabad,177000,House
Karachi,9010000,House
Rawalpindi,16600000,House
Rawalpindi,11100000,House
Rawalpindi,16300000,House
Lahore,35000,House
Karachi,22400000,House
Lahore,19400000,House
Lahore,6780000,House
Rawalpindi,17600000,House
Islamabad,16700000,House
Rawalpindi,18900000,House
Lahore,5835000,House
Lahore,5890000,House
Islamabad,1300000,House
Lahore,44400000,House
Islamabad,24400000,House
Islamabad,2010000,House
Islamabad,36700000,House
Karachi,38500,House
Islamabad,173000,House
Karachi,29000,House
Islamabad,204000,House
Islamabad,296000,House
Islamabad,147000,House
Islamabad,196000,House
Karachi,20600000,House
Lahore,40000,House
Karachi,35500,House
Karachi,21300000,House
Islamabad,390000,House
Lahore,1100000,House
Islamabad,203000,House
Islamabad,310000,House
Karachi,22900000,House
Lahore,16000,House
Karachi,430000,House
Lahore,43900000,House
Karachi,66000,House
Rawalpindi,40500,House
Faisalabad,39000,House
Karachi,27600000,House
Karachi,18900000,House
Rawalpindi,18500,House
Karachi,29200000,House
Rawalpindi,18100000,House
Rawalpindi,53000,House
Islamabad,599000,House
Islamabad,24600000,House
Lahore,41900000,House
Islamabad,471000,House
Lahore,400000,House
Islamabad,186000,House
Rawalpindi,2475000,House
Lahore,38900000,House
Karachi,1474000,House
Karachi,21800000,House
Lahore,6620000,House
Rawalpindi,49500,House
Karachi,44200000,House
Karachi,28800000,House
Rawalpindi,43500,House
Islamabad,26200000,House
Karachi,20700000,House
Faisalabad,6250000,House
Lahore,125000,House
Karachi,6150000,House
Rawalpindi,36500000,House
Lahore,36900000,House
Islamabad,17200000,House
Rawalpindi,11400000,House
Islamabad,179000,House
Lahore,33900000,House
Rawalpindi,23900000,House
Karachi,37300000,House
Karachi,1900000,House
Karachi,36500,House
Islamabad,182000,House
Lahore,42300000,House
Karachi,21400000,House
Karachi,18700000,House
Islamabad,176000,House
Islamabad,189000,House
Lahore,75000,House
Karachi,25600000,House
Karachi,1602000,House
Lahore,25600000,House
Karachi,63000,House
Lahore,23700000,House
Lahore,5775000,House
Lahore,850000,House
Faisalabad,11800000,House
Faisalabad,28500000,House
Karachi,41000,House
Rawalpindi,270000,House
Karachi,37500,House
Islamabad,1850000,House
Lahore,140000,House
Islamabad,370000,House
Karachi,21100000,House
Karachi,28100000,House
Karachi,20200000,House
Karachi,62000,House
Lahore,13400000,House
Karachi,25700000,House
Rawalpindi,39900000,House
Islamabad,199000,House
Lahore,190000,House
Lahore,5845000,House
Lahore,37700000,House
